,OFNS_DESC,PARKS_NM,COUNT
1144,DANGEROUS DRUGS, TRAVERS PARK,6
1145,DANGEROUS DRUGS, TREMONT PARK,29
1146,DANGEROUS DRUGS, TRUCE GARDEN,1
1147,DANGEROUS DRUGS, TUDOR PARK,1
1148,DANGEROUS DRUGS, TWENTY-FOUR SYCAMORES PARK,1
1149,DANGEROUS DRUGS, UNION SQUARE PARK,21
1150,DANGEROUS DRUGS, UNIVERSITY WOODS,3
1151,DANGEROUS DRUGS, UNNAMED PARK ON 43RD AVENUE,1
1152,DANGEROUS DRUGS, UNNAMED PARK ON 51ST ROAD,1
1153,DANGEROUS DRUGS, UNNAMED PARK ON 92ND STREET,1
1154,DANGEROUS DRUGS, UNNAMED PARK ON BELT PARKWAY,1
1155,DANGEROUS DRUGS, UNNAMED PARK ON CROSS BRONX EXPRESSWAY & ANTHONY AVENUE,1
1156,DANGEROUS DRUGS, UNNAMED PARK ON CROSS BRONX EXPRESSWAY SERVICE RD & ROSEDALE AVENUE,1
1157,DANGEROUS DRUGS, UNNAMED PARK ON E 102ND STREET,1
1158,DANGEROUS DRUGS, UNNAMED PARK ON E 120TH STREET,1
1159,DANGEROUS DRUGS, UNNAMED PARK ON E 122ND STREET,1
1160,DANGEROUS DRUGS, UNNAMED PARK ON E 170TH STREET,1
1161,DANGEROUS DRUGS, UNNAMED PARK ON E 177TH STREET,1
1162,DANGEROUS DRUGS, UNNAMED PARK ON FETHERBED LANE,1
1163,DANGEROUS DRUGS, UNNAMED PARK ON JAY STREET,1
1164,DANGEROUS DRUGS, UNNAMED PARK ON MAJOR DEEGAN EXPRESSWAY,1
1165,DANGEROUS DRUGS, UNNAMED PARK ON NELSON AVENUE,1
1166,DANGEROUS DRUGS, UNNAMED PARK ON SUMMIT AVENUE,6
1167,DANGEROUS DRUGS, VAN ALST PLAYGROUND,2
1168,DANGEROUS DRUGS, VAN CORTLANDT PARK,75
1169,DANGEROUS DRUGS, VESUVIO PLAYGROUND,1
1170,DANGEROUS DRUGS, VETERANS PARK STATEN ISLAND,1
1171,DANGEROUS DRUGS, VIDALIA PARK,2
1172,DANGEROUS DRUGS, VIETNAM VETERANS PLAZA,2
1173,DANGEROUS DRUGS, VINMONT VETERAN PARK,1
1174,DANGEROUS DRUGS, VIRGINIA PARK,1
1175,DANGEROUS DRUGS, W 87TH STREET GARDEN,2
1176,DANGEROUS DRUGS, WAKEFIELD PLAYGROUND,1
1177,DANGEROUS DRUGS, WALTON PARK,2
1178,DANGEROUS DRUGS, WARDS ISLAND PARK,1
1179,DANGEROUS DRUGS, WASHINGTON PARK BRONX,1
1180,DANGEROUS DRUGS, WASHINGTON SQUARE PARK,85
1181,DANGEROUS DRUGS," ""WASHINGTONS WALK""",12
1182,DANGEROUS DRUGS, WATSON GLEASON PLAYGROUND,2
1183,DANGEROUS DRUGS, WEST PLAYGROUND,2
1184,DANGEROUS DRUGS, WHALEN PARK,5
1185,DANGEROUS DRUGS, WHITE PLAYGROUND MANHATTAN,1
1186,DANGEROUS DRUGS, WILLIAMSBRIDGE OVAL,7
1187,DANGEROUS DRUGS, WILLIS PLAYGROUND,2
1188,DANGEROUS DRUGS, WILLOWBROOK PARK,1
1189,DANGEROUS DRUGS, WILSON PLAYGROUND,1
1190,DANGEROUS DRUGS, WINGATE PARK,18
1191,DANGEROUS DRUGS, WOOD PARK,1
1192,DANGEROUS DRUGS, YELLOWSTONE PARK,1
1193,DANGEROUS WEAPONS, 100% PLAYGROUND,1
1194,DANGEROUS WEAPONS, A PHILIP RANDOLPH SQUARE,1
1195,DANGEROUS WEAPONS, ABRAHAM LINCOLN PLAYGROUND,1
1196,DANGEROUS WEAPONS, ALFRED E. SMITH PLAYGROUND,1
1197,DANGEROUS WEAPONS, ALLEN MALL ONE,1
1198,DANGEROUS WEAPONS, ALLERTON PLAYGROUND,1
1199,DANGEROUS WEAPONS, ALMEDA PLAYGROUND,1
1200,DANGEROUS WEAPONS, AMERSFORT PARK,5
1201,DANGEROUS WEAPONS, AQUEDUCT WALK,2
1202,DANGEROUS WEAPONS, ASTORIA HEIGHTS PLAYGROUND,1
1203,DANGEROUS WEAPONS, BAISLEY POND PARK,4
1204,DANGEROUS WEAPONS, BANNEKER PLAYGROUND,1
1205,DANGEROUS WEAPONS, BARTLETT PLAYGROUND,1
1206,DANGEROUS WEAPONS, BARUCH PLAYGROUND,1
1207,DANGEROUS WEAPONS, BATTERY PARK,3
1208,DANGEROUS WEAPONS, BAYVIEW PLAYGROUND,1
1209,DANGEROUS WEAPONS, BEACH 9 PLAYGROUND,1
1210,DANGEROUS WEAPONS, BEHAGEN PLAYGROUND,2
1211,DANGEROUS WEAPONS, BELMONT PLAYGROUND BRONX,2
1212,DANGEROUS WEAPONS, BENNETT PARK,1
1213,DANGEROUS WEAPONS, BENSONHURST PARK,1
1214,DANGEROUS WEAPONS, BETSY HEAD PARK,5
1215,DANGEROUS WEAPONS, BIG BUSH PARK,1
1216,DANGEROUS WEAPONS, BOOKER T. WASHINGTON PLAYGROUND,1
1217,DANGEROUS WEAPONS, BOWNE PARK,2
1218,DANGEROUS WEAPONS, BOWNE PLAYGROUND,1
1219,DANGEROUS WEAPONS, BREUKELEN BALLFIELDS,1
1220,DANGEROUS WEAPONS, BRIDGE PARK 3,1
1221,DANGEROUS WEAPONS, BROADWAY MALLS,2
1222,DANGEROUS WEAPONS, BRONX PARK,6
1223,DANGEROUS WEAPONS, BROOKLYN BRIDGE PARK,1
1224,DANGEROUS WEAPONS, BROWER PARK,1
1225,DANGEROUS WEAPONS, BROWNSVILLE PLAYGROUND,2
1226,DANGEROUS WEAPONS, CALVERT VAUX PARK,2
1227,DANGEROUS WEAPONS, CAPTAIN RIVERA PLAYGROUND,3
1228,DANGEROUS WEAPONS, CARVER PLAYGROUND,1
1229,DANGEROUS WEAPONS, CASTLE HILL PARK,1
1230,DANGEROUS WEAPONS, CENTRAL PARK,11
1231,DANGEROUS WEAPONS, CHARLTON GARDEN,1
1232,DANGEROUS WEAPONS, CHERRY TREE PARK,1
1233,DANGEROUS WEAPONS, CHESTER PLAYGROUND,1
1234,DANGEROUS WEAPONS, CHIEF DENNIS L. DEVLIN PARK,2
1235,DANGEROUS WEAPONS, CITY LINE PARK,1
1236,DANGEROUS WEAPONS, CLAREMONT NEIGHBORHOOD GARDEN,1
1237,DANGEROUS WEAPONS, CLAREMONT PARK,19
1238,DANGEROUS WEAPONS, COFFEY PARK,1
1239,DANGEROUS WEAPONS, COL. YOUNG PLAYGROUND,1
1240,DANGEROUS WEAPONS, COLONEL CHARLES YOUNG TRIANGLE,1
1241,DANGEROUS WEAPONS, COLONEL DAVID MARCUS PLAYGROUND,2
1242,DANGEROUS WEAPONS, COLUCCI PLAYGROUND,3
1243,DANGEROUS WEAPONS, COLUMBUS PARK AT MANHATTAN,3
1244,DANGEROUS WEAPONS, COMMODORE BARRY PARK,1
1245,DANGEROUS WEAPONS, CONEY ISLAND BEACH & BOARDWALK,3
1246,DANGEROUS WEAPONS, CONTINENTAL ARMY PLAZA,1
1247,DANGEROUS WEAPONS, CORONA GOLF PLAYGROUND,1
1248,DANGEROUS WEAPONS, CORONA MAC PARK,1
1249,DANGEROUS WEAPONS, CPL. THOMPSON PARK,1
1250,DANGEROUS WEAPONS, CROTONA PARK,15
1251,DANGEROUS WEAPONS, CROWLEY PLAYGROUND,1
1252,DANGEROUS WEAPONS, CYPRESS HILLS PLAYGROUND,1
1253,DANGEROUS WEAPONS," ""DANIEL M. OCONNELL PLAYGROUND""",1
1254,DANGEROUS WEAPONS, DE HOSTOS PLAYGROUND,1
1255,DANGEROUS WEAPONS, DETECTIVE KEITH L WILLIAMS PARK,1
1256,DANGEROUS WEAPONS, DETECTIVE WILLIAM T. GUNN PARK,1
1257,DANGEROUS WEAPONS, DEVOE PARK,3
1258,DANGEROUS WEAPONS, DUTCH KILLS PLAYGROUND,4
1259,DANGEROUS WEAPONS, DYKER BEACH PARK,1
1260,DANGEROUS WEAPONS, EAST ELMHURST PLAYGROUND,2
1261,DANGEROUS WEAPONS, EAST RIVER PARK,6
1262,DANGEROUS WEAPONS, EAST RIVER PLAYGROUND,3
1263,DANGEROUS WEAPONS, EASTERN PARKWAY,2
1264,DANGEROUS WEAPONS, ECHO TRIANGLE,2
1265,DANGEROUS WEAPONS, ELMHURST PARK,1
1266,DANGEROUS WEAPONS, ELTON PLAYGROUND,3
1267,DANGEROUS WEAPONS, EVERGREEN PARK,1
1268,DANGEROUS WEAPONS, EVERGREEN PLAYGROUND,1
1269,DANGEROUS WEAPONS, EWEN PARK,2
1270,DANGEROUS WEAPONS, FLOYD PATTERSON BALLFIELDS,1
1271,DANGEROUS WEAPONS, FLUSHING MEADOWS CORONA PARK,2
1272,DANGEROUS WEAPONS, FOREST PARK,2
1273,DANGEROUS WEAPONS, FORT GREENE PARK,2
1274,DANGEROUS WEAPONS, FORT TRYON PARK,6
1275,DANGEROUS WEAPONS, FORT WASHINGTON PARK,2
1276,DANGEROUS WEAPONS, FRANZ SIGEL PARK,12
1277,DANGEROUS WEAPONS, FREDERICK DOUGLASS PLAYGROUND,2
1278,DANGEROUS WEAPONS, FREDERICK JOHNSON PLAYGROUND,1
1279,DANGEROUS WEAPONS, FRIENDS FIELD,1
1280,DANGEROUS WEAPONS, FRONTERA PARK,1
1281,DANGEROUS WEAPONS, FULTON PARK,2
1282,DANGEROUS WEAPONS, GOBLE PLAYGROUND,2
1283,DANGEROUS WEAPONS, GONZALO PLASENCIA PLAYGROUND,1
1284,DANGEROUS WEAPONS, GORMAN PARK,2
1285,DANGEROUS WEAPONS, GRANT PARK,3
1286,DANGEROUS WEAPONS, GREAT KILLS PARK,1
1287,DANGEROUS WEAPONS, GROVER CLEVELAND PLAYGROUND,1
1288,DANGEROUS WEAPONS, HAFFEN PARK,1
1289,DANGEROUS WEAPONS, HALLETS COVE PLAYGROUND,1
1290,DANGEROUS WEAPONS, HARDING PARK,1
1291,DANGEROUS WEAPONS, HARLEM RIVER PARK,9
1292,DANGEROUS WEAPONS, HARRIS PARK,1
1293,DANGEROUS WEAPONS, HAVEN AVENUE,1
1294,DANGEROUS WEAPONS, HIGHBRIDGE PARK MANHATTAN SIDE,3
1295,DANGEROUS WEAPONS, HIGHLAND PARK,4
1296,DANGEROUS WEAPONS, HILTON WHITE PLAYGROUND,1
1297,DANGEROUS WEAPONS, HOFFMAN PARK,1
1298,DANGEROUS WEAPONS, HOMECREST PLAYGROUND,1
1299,DANGEROUS WEAPONS, HORSESHOE PLAYGROUND,1
1300,DANGEROUS WEAPONS, HOYT PLAYGROUND,1
1301,DANGEROUS WEAPONS," ""HUNTERS POINT SOUTH PARK""",1
1302,DANGEROUS WEAPONS, INWOOD HILL PARK,1
1303,DANGEROUS WEAPONS, J. HOOD WRIGHT PARK,3
1304,DANGEROUS WEAPONS, JACKIE ROBINSON PARK BROOKLYN,1
1305,DANGEROUS WEAPONS, JACKIE ROBINSON PARK MANHATTAN,2
1306,DANGEROUS WEAPONS, JAMES WELDON JOHNSON PLAYGROUND,1
1307,DANGEROUS WEAPONS, JOYCE KILMER PARK,13
1308,DANGEROUS WEAPONS, JUNIPER VALLEY PARK,1
1309,DANGEROUS WEAPONS, KAISER PARK,4
1310,DANGEROUS WEAPONS, KELLY PARK,1
1311,DANGEROUS WEAPONS, KISSENA CORRIDOR PARK,1
1312,DANGEROUS WEAPONS, KOLBERT PLAYGROUND,1
1313,DANGEROUS WEAPONS, LAURELTON PLAYGROUND,1
1314,DANGEROUS WEAPONS, LEIF ERICSON PARK,2
1315,DANGEROUS WEAPONS, LINCOLN TERRACE / ARTHUR S. SOMERS PARK,1
1316,DANGEROUS WEAPONS, LINDEN PARK,2
1317,DANGEROUS WEAPONS, LINDSAY TRIANGLE,1
1318,DANGEROUS WEAPONS, LONDON PLANETREE PLAYGROUND,2
1319,DANGEROUS WEAPONS, LUNA PARK,3
1320,DANGEROUS WEAPONS, MACOMBS DAM PARK,3
1321,DANGEROUS WEAPONS, MAPLE PLAYGROUND,1
1322,DANGEROUS WEAPONS, MARCUS GARVEY PARK,8
1323,DANGEROUS WEAPONS, MARIA HERNANDEZ PARK,1
1324,DANGEROUS WEAPONS, MARKHAM PLAYGROUND,1
1325,DANGEROUS WEAPONS, MARTIN LUTHER KING JR. PLAYGROUND,2
1326,DANGEROUS WEAPONS, MARTIN LUTHER KING PLAYGROUND,1
1327,DANGEROUS WEAPONS, MATTHEWS - PALMER PLAYGROUND,1
1328,DANGEROUS WEAPONS, MCCAFFREY PLAYGROUND,2
1329,DANGEROUS WEAPONS, MCKINLEY PARK,2
1330,DANGEROUS WEAPONS, MCKINLEY SQUARE,1
1331,DANGEROUS WEAPONS, MCLAUGHLIN PARK,2
1332,DANGEROUS WEAPONS, MERRIAM PLAYGROUND,3
1333,DANGEROUS WEAPONS, MOORE HOMESTEAD PLAYGROUND,2
1334,DANGEROUS WEAPONS, MOTT PLAYGROUND,1
1335,DANGEROUS WEAPONS, MULLALY PARK,10
1336,DANGEROUS WEAPONS, NEWTOWN BARGE PLAYGROUND,1
1337,DANGEROUS WEAPONS, NORTHERN PLAYGROUND,1
1338,DANGEROUS WEAPONS, OCEAN HILL PLAYGROUND,1
1339,DANGEROUS WEAPONS, ORACLE PLAYGROUND,1
1340,DANGEROUS WEAPONS, OSBORN PLAYGROUND,1
1341,DANGEROUS WEAPONS, PARADE GROUND,1
1342,DANGEROUS WEAPONS, PATTERSON PLAYGROUND,1
1343,DANGEROUS WEAPONS, PELHAM BAY PARK,3
1344,DANGEROUS WEAPONS, PENN SOUTH PLAYGROUND,2
1345,DANGEROUS WEAPONS," ""PEOPLES PARK""",1
1346,DANGEROUS WEAPONS, PLAYGROUND 174,1
1347,DANGEROUS WEAPONS, PLAYGROUND NINETY,3
1348,DANGEROUS WEAPONS, PLIMPTON PLAYGROUND,1
1349,DANGEROUS WEAPONS, POLICE OFFICER NICHOLAS DEMUTIIS PARK,4
1350,DANGEROUS WEAPONS, PONTIAC PLAYGROUND,1
1351,DANGEROUS WEAPONS, POSEIDON PLAYGROUND,1
1352,DANGEROUS WEAPONS, POTOMAC PLAYGROUND,1
1353,DANGEROUS WEAPONS, POWER PLAYGROUND,1
1354,DANGEROUS WEAPONS," ""PRINTERS PARK""",1
1355,DANGEROUS WEAPONS, PROSPECT PARK,3
1356,DANGEROUS WEAPONS, PUGSLEY CREEK PARK,3
1357,DANGEROUS WEAPONS, QUARRY BALLFIELDS,4
1358,DANGEROUS WEAPONS, QUEENSBRIDGE PARK,1
1359,DANGEROUS WEAPONS, RAILROAD PLAYGROUND,1
1360,DANGEROUS WEAPONS, RAINEY PARK BRONX,3
1361,DANGEROUS WEAPONS, RAINEY PARK QUEENS,1
1362,DANGEROUS WEAPONS, RAMON APONTE PARK,1
1363,DANGEROUS WEAPONS, RED HOOK RECREATION AREA,2
1364,DANGEROUS WEAPONS, RICHMAN ECHO PARK,1
1365,DANGEROUS WEAPONS, RIVER AVENUE PARKS,1
1366,DANGEROUS WEAPONS, RIVERDALE PARK,1
1367,DANGEROUS WEAPONS, RIVERSIDE PARK,7
1368,DANGEROUS WEAPONS, ROBERT E. VENABLE PARK,1
1369,DANGEROUS WEAPONS, ROCKAWAY BEACH AND BOARDWALK,5
1370,DANGEROUS WEAPONS, RUFUS KING PARK,5
1371,DANGEROUS WEAPONS, SAMUEL N. BENNERSON 2ND PLAYGROUND,1
1372,DANGEROUS WEAPONS, SARA D. ROOSEVELT PARK,4
1373,DANGEROUS WEAPONS, SAW MILL PLAYGROUND,2
1374,DANGEROUS WEAPONS, SCHENCK PLAYGROUND,2
1375,DANGEROUS WEAPONS, SEASIDE PLAYGROUND,1
1376,DANGEROUS WEAPONS, SETH LOW PLAYGROUND/ BEALIN SQUARE,1
1377,DANGEROUS WEAPONS, SETON PARK,2
1378,DANGEROUS WEAPONS, SEWARD PARK,1
1379,DANGEROUS WEAPONS, SHERMAN CREEK,1
1380,DANGEROUS WEAPONS, SHORE PARK AND PARKWAY,4
1381,DANGEROUS WEAPONS, SLATTERY PLAYGROUND,1
1382,DANGEROUS WEAPONS, SOUNDVIEW PARK,4
1383,DANGEROUS WEAPONS, SOUTH PACIFIC PLAYGROUND,2
1384,DANGEROUS WEAPONS, ST. ALBANS PARK,2
1385,DANGEROUS WEAPONS, ST. JAMES PARK,5
1386,DANGEROUS WEAPONS," ""ST. JOHNS RECREATION CENTER""",1
1387,DANGEROUS WEAPONS," ""ST. MARYS PARK BRONX""",28
1388,DANGEROUS WEAPONS," ""ST. MICHAELS PARK""",2
1389,DANGEROUS WEAPONS, ST. NICHOLAS PARK,3
1390,DANGEROUS WEAPONS, ST. NICHOLAS PLAYGROUND NORTH,1
1391,DANGEROUS WEAPONS, STAPLETON PLAYGROUND,1
1392,DANGEROUS WEAPONS, STARLIGHT PARK,1
1393,DANGEROUS WEAPONS, STOCKTON PLAYGROUND,1
1394,DANGEROUS WEAPONS, SUMNER PLAYGROUND,1
1395,DANGEROUS WEAPONS, SUNSET PARK,3
1396,DANGEROUS WEAPONS, TAPPEN PARK,2
1397,DANGEROUS WEAPONS, THOMAS GREENE PLAYGROUND,1
1398,DANGEROUS WEAPONS, THOMAS JEFFERSON PARK,6
1399,DANGEROUS WEAPONS, TOMPKINS SQUARE PARK,3
1400,DANGEROUS WEAPONS, TOMPKINSVILLE PARK,1
1401,DANGEROUS WEAPONS, TRAVERS PARK,5
1402,DANGEROUS WEAPONS, TREMONT PARK,4
1403,DANGEROUS WEAPONS, UNION SQUARE PARK,6
1404,DANGEROUS WEAPONS, UNIVERSITY WOODS,1
1405,DANGEROUS WEAPONS, UNNAMED PARK ON BRUCKNER EXPRESSWAY WEST OF MORRISON AVENUE,1
1406,DANGEROUS WEAPONS, UNNAMED PARK ON SUMMIT AVENUE,1
1407,DANGEROUS WEAPONS, UNNAMED PARK ON VAN WYCK EXPRESSWAY,1
1408,DANGEROUS WEAPONS, VAN CORTLANDT PARK,15
1409,DANGEROUS WEAPONS, VETERANS PARK STATEN ISLAND,1
1410,DANGEROUS WEAPONS, WASHINGTON SQUARE PARK,2
1411,DANGEROUS WEAPONS," ""WASHINGTONS WALK""",2
1412,DANGEROUS WEAPONS, WEBSTER PLAYGROUND,1
1413,DANGEROUS WEAPONS, WEST PLAYGROUND,1
1414,DANGEROUS WEAPONS, WHALEN PARK,1
1415,DANGEROUS WEAPONS, WILLIAMSBRIDGE OVAL,3
1416,DANGEROUS WEAPONS, WILLIS PLAYGROUND,3
1417,DANGEROUS WEAPONS, WINGATE PARK,2
1418,DISORDERLY CONDUCT, CROTONA PARK,1
1419,DISORDERLY CONDUCT, KOLBERT PLAYGROUND,1
1420,FELONY ASSAULT, ABE LEBEWOHL PARK,1
1421,FELONY ASSAULT, ALBERT J. PARHAM PLAYGROUND,1
1422,FELONY ASSAULT, ALICE KORNEGAY TRIANGLE,1
1423,FELONY ASSAULT, ALMEDA PLAYGROUND,2
1424,FELONY ASSAULT, AQUEDUCT WALK,2
1425,FELONY ASSAULT, ASTORIA PARK,1
1426,FELONY ASSAULT, ATHENS SQUARE,1
1427,FELONY ASSAULT, BAISLEY POND PARK,2
1428,FELONY ASSAULT, BARRETTO POINT PARK,1
1429,FELONY ASSAULT, BATH BEACH PARK,1
1430,FELONY ASSAULT, BATTERY PARK,4
1431,FELONY ASSAULT, BATTERY PARK CITY,1
1432,FELONY ASSAULT, BEACH 59TH ST PLAYGROUND,1
1433,FELONY ASSAULT, BEDFORD PLAYGROUND,1
1434,FELONY ASSAULT, BENSONHURST PARK,1
1435,FELONY ASSAULT, BETSY HEAD PARK,1
1436,FELONY ASSAULT, BLAND PLAYGROUND,1
1437,FELONY ASSAULT, BOWNE PARK,1
1438,FELONY ASSAULT, BOWNE PLAYGROUND,2
1439,FELONY ASSAULT, BREININGER PARK,1
1440,FELONY ASSAULT, BRIZZI PLAYGROUND,1
1441,FELONY ASSAULT, BROADWAY MALLS,1
1442,FELONY ASSAULT, BRONX PARK,8
1443,FELONY ASSAULT, BRONX RIVER PARKWAY,1
1444,FELONY ASSAULT, BROOKLYN BOTANIC GARDEN,1
1445,FELONY ASSAULT, BROOKLYN BRIDGE PARK,1
1446,FELONY ASSAULT, BROWER PARK,5
1447,FELONY ASSAULT, BROWNSVILLE PLAYGROUND,1
1448,FELONY ASSAULT, BRYANT PARK,2
1449,FELONY ASSAULT, BUFANO PARK,1
1450,FELONY ASSAULT, BULOVA PARK,1
1451,FELONY ASSAULT, BURNS PLAYGROUND,1
1452,FELONY ASSAULT, BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,1
1453,FELONY ASSAULT, CALLAHAN-KELLY PLAYGROUND,1
1454,FELONY ASSAULT, CALVERT VAUX PARK,1
1455,FELONY ASSAULT, CAPTAIN RIVERA PLAYGROUND,1
1456,FELONY ASSAULT, CAPTAIN TILLY PARK,1
1457,FELONY ASSAULT, CARL SCHURZ PARK,1
1458,FELONY ASSAULT, CASERTA PLAYGROUND,1
1459,FELONY ASSAULT, CATHERINE SLIP MALLS,1
1460,FELONY ASSAULT, CENTRAL PARK,10
1461,FELONY ASSAULT, CITY HALL PARK,1
1462,FELONY ASSAULT, CITY ISLAND WETLANDS,1
1463,FELONY ASSAULT, CLAREMONT PARK,14
1464,FELONY ASSAULT, CLASSON PLAYGROUND AT CLASSON AVENUE & LAFAYETTE AVENUE,3
1465,FELONY ASSAULT, COFFEY PARK,2
1466,FELONY ASSAULT, COL. YOUNG PLAYGROUND,1
1467,FELONY ASSAULT, COLEMAN PLAYGROUND,1
1468,FELONY ASSAULT, COLLEGE POINT PARK,2
1469,FELONY ASSAULT, COLONEL DAVID MARCUS PLAYGROUND,1
1470,FELONY ASSAULT, COLUMBUS PARK AT MANHATTAN,2
1471,FELONY ASSAULT, COMMODORE BARRY PARK,2
1472,FELONY ASSAULT, CONEY ISLAND BEACH & BOARDWALK,9
1473,FELONY ASSAULT, CORLEARS HOOK PARK,1
1474,FELONY ASSAULT, CROCHERON PARK,1
1475,FELONY ASSAULT, CROTONA PARK,12
1476,FELONY ASSAULT, CUNNINGHAM PARK,1
1477,FELONY ASSAULT, CURTIS PLAYGROUND,1
1478,FELONY ASSAULT," ""DEMIC PLAYGROUND""",1
1479,FELONY ASSAULT," ""DANIEL M. OCONNELL PLAYGROUND""",1
1480,FELONY ASSAULT, DE HOSTOS PLAYGROUND,2
1481,FELONY ASSAULT, DETECTIVE JOSEPH MAYROSE PARK,1
1482,FELONY ASSAULT, DEVANNEY TRIANGLE,1
1483,FELONY ASSAULT, DEVOE PARK,4
1484,FELONY ASSAULT, DOME PLAYGROUND,1
1485,FELONY ASSAULT, DOWNING STREET PLAYGROUND,1
1486,FELONY ASSAULT, DR. RONALD E. MCNAIR PLAYGROUND,3
1487,FELONY ASSAULT, DYKER BEACH PARK,1
1488,FELONY ASSAULT, EAE J MITCHELL PARK,1
1489,FELONY ASSAULT, EAST RIVER PARK,2
1490,FELONY ASSAULT, EAST RIVER PLAYGROUND,1
1491,FELONY ASSAULT, EASTERN PARKWAY,1
1492,FELONY ASSAULT, ECHO TRIANGLE,1
1493,FELONY ASSAULT, EDENWALD PLAYGROUND,1
1494,FELONY ASSAULT, EL SHABAZZ PLAYGROUND,1
1495,FELONY ASSAULT, EPIPHANY PLAYGROUND,1
1496,FELONY ASSAULT, EQUITY PARK,2
1497,FELONY ASSAULT, ETHAN ALLEN PLAYGROUND,1
1498,FELONY ASSAULT, EWEN PARK,1
1499,FELONY ASSAULT, FERRY POINT PARK,3
1500,FELONY ASSAULT, FIRST PARK,1
1501,FELONY ASSAULT, FISH PLAYGROUND,1
1502,FELONY ASSAULT, FLOYD PATTERSON BALLFIELDS,1
1503,FELONY ASSAULT, FLUSHING MEADOWS CORONA PARK,20
1504,FELONY ASSAULT, FOREST PARK,5
1505,FELONY ASSAULT, FORT GREENE PARK,4
1506,FELONY ASSAULT, FORT WASHINGTON PARK,2
1507,FELONY ASSAULT, FOX PLAYGROUND BROOKLYN,1
1508,FELONY ASSAULT," ""FRANK D. OCONNOR PLAYGROUND""",1
1509,FELONY ASSAULT, FRANZ SIGEL PARK,7
1510,FELONY ASSAULT, FRED SAMUEL PLAYGROUND,1
1511,FELONY ASSAULT, FREDERICK DOUGLASS PLAYGROUND,3
1512,FELONY ASSAULT, FRIENDS FIELD,2
1513,FELONY ASSAULT, FULTON PARK,1
1514,FELONY ASSAULT, GALILEO PLAYGROUND,1
1515,FELONY ASSAULT, GEORGE WALKER JR. PARK,1
1516,FELONY ASSAULT, GOUVERNEUR PLAYGROUND,1
1517,FELONY ASSAULT, GRACE PLAYGROUND,1
1518,FELONY ASSAULT, GRANT PARK,1
1519,FELONY ASSAULT, GRAVESEND PARK,1
1520,FELONY ASSAULT, GUN HILL PLAYGROUND,1
1521,FELONY ASSAULT, HAFFEN PARK,3
1522,FELONY ASSAULT, HALF-NELSON PLAYGROUND,1
1523,FELONY ASSAULT, HALLETS COVE PLAYGROUND,1
1524,FELONY ASSAULT, HARLEM RIVER PARK,2
1525,FELONY ASSAULT, HARRY MAZE PLAYGROUND,3
1526,FELONY ASSAULT, HART PLAYGROUND ON 147 ST,1
1527,FELONY ASSAULT, HATTIE CARTHAN PLAYGROUND,1
1528,FELONY ASSAULT, HERALD SQUARE,1
1529,FELONY ASSAULT, HERBERT VON KING PARK,2
1530,FELONY ASSAULT, HIGHBRIDGE PARK MANHATTAN SIDE,9
1531,FELONY ASSAULT, HIGHLAND PARK,5
1532,FELONY ASSAULT, HOE AVE NORTH TOT LOTS,1
1533,FELONY ASSAULT, HOFFMAN PARK,1
1534,FELONY ASSAULT, HOLCOMBE RUCKER PARK,2
1535,FELONY ASSAULT, HOLLIS PLAYGROUND,1
1536,FELONY ASSAULT, HOMECREST PLAYGROUND,1
1537,FELONY ASSAULT, HOUSTON PLAYGROUND,1
1538,FELONY ASSAULT, HOWARD MALLS,2
1539,FELONY ASSAULT, HOWARD VON DOHLEN PLAYGROUND,1
1540,FELONY ASSAULT, HUNTS POINT PLAYGROUND,1
1541,FELONY ASSAULT, INWOOD HILL PARK,4
1542,FELONY ASSAULT, J.J. BYRNE PLAYGROUND,2
1543,FELONY ASSAULT, JACKIE ROBINSON PARK MANHATTAN,1
1544,FELONY ASSAULT, JACOB H. SCHIFF PLAYGROUND,2
1545,FELONY ASSAULT, JAMES BURKE BALLFIELD,1
1546,FELONY ASSAULT, JAMES WELDON JOHNSON PLAYGROUND,1
1547,FELONY ASSAULT, JESSE OWENS PLAYGROUND,1
1548,FELONY ASSAULT, JOHN JAY PARK,1
1549,FELONY ASSAULT, JOYCE KILMER PARK,3
1550,FELONY ASSAULT, JUNCTION PLAYGROUND,1
1551,FELONY ASSAULT, JUNIPER VALLEY PARK,2
1552,FELONY ASSAULT, KAISER PARK,2
1553,FELONY ASSAULT, KELLY PARK,1
1554,FELONY ASSAULT, KELTCH PARK,1
1555,FELONY ASSAULT, KISSENA PARK,2
1556,FELONY ASSAULT, LINCOLN TERRACE / ARTHUR S. SOMERS PARK,2
1557,FELONY ASSAULT, LINDEN PARK,1
1558,FELONY ASSAULT, LINDSAY TRIANGLE,1
1559,FELONY ASSAULT, LONDON PLANETREE PLAYGROUND,2
1560,FELONY ASSAULT, LUNA PARK,5
1561,FELONY ASSAULT, LUTHER GULICK PLAYGROUND,1
1562,FELONY ASSAULT, LYONS SQUARE PLAYGROUND,2
1563,FELONY ASSAULT, MACOMBS DAM PARK,2
1564,FELONY ASSAULT, MADISON COMMUNITY GREENTHUMB,1
1565,FELONY ASSAULT, MADISON SQUARE PARK,1
1566,FELONY ASSAULT, MAFERA PARK,1
1567,FELONY ASSAULT, MAPLE PLAYGROUND,1
